,day,count
4774,20010513,1
4775,20010514,1
4776,20010515,4
4777,20010516,1
4778,20010517,1
4779,20010518,2
4780,20010520,1
4781,20010521,5
4782,20010523,3
4783,20010524,5
4784,20010525,3
4785,20010527,3
4786,20010528,10
4787,20010529,7
4788,20010530,7
4789,20010531,7
4790,20010601,4
4791,20010602,4
4792,20010603,3
4793,20010604,1
4794,20010605,1
4795,20010606,1
4796,20010607,6
4797,20010608,4
4798,20010610,3
4799,20010611,2
4800,20010612,2
4801,20010613,4
4802,20010614,3
4803,20010615,7
4804,20010616,1
4805,20010618,3
4806,20010619,2
4807,20010620,1
4808,20010621,1
4809,20010622,2
4810,20010623,2
4811,20010624,1
4812,20010625,6
4813,20010626,5
4814,20010627,5
4815,20010628,4
4816,20010629,2
4817,20010701,2
4818,20010702,2
4819,20010703,1
4820,20010704,4
4821,20010706,2
4822,20010707,7
4823,20010708,1
4824,20010709,4
4825,20010710,1
4826,20010711,3
4827,20010712,1
4828,20010713,1
4829,20010714,1
4830,20010715,2
4831,20010716,3
4832,20010717,3
4833,20010718,3
4834,20010719,2
4835,20010720,4
4836,20010721,2
4837,20010722,4
4838,20010723,10
4839,20010724,2
4840,20010725,2
4841,20010726,2
4842,20010727,5
4843,20010729,2
4844,20010730,1
4845,20010731,1
4846,20010800,7
4847,20010801,12
4848,20010802,15
4849,20010803,11
4850,20010804,4
4851,20010805,25
4852,20010806,8
4853,20010807,18
4854,20010808,13
4855,20010809,16
4856,20010810,16
4857,20010811,14
4858,20010812,21
4859,20010813,19
4860,20010814,27
4861,20010815,18
4862,20010816,27
4863,20010817,16
4864,20010818,20
4865,20010819,14
4866,20010820,20
4867,20010821,20
4868,20010822,20
4869,20010823,26
4870,20010824,20
4871,20010825,22
4872,20010826,22
4873,20010827,23
4874,20010828,23
4875,20010829,26
4876,20010830,15
4877,20010831,10
4878,20010901,15
4879,20010902,6
4880,20010903,9
4881,20010904,5
4882,20010905,4
4883,20010906,3
4884,20010907,2
4885,20010908,6
4886,20010909,8
4887,20010910,7
4888,20010911,8
4889,20010912,3
4890,20010913,4
4891,20010914,2
4892,20010915,4
4893,20010916,8
4894,20010917,3
4895,20010918,1
4896,20010919,7
4897,20010920,6
4898,20010922,1
4899,20010923,6
4900,20010924,5
4901,20010925,2
4902,20010926,4
4903,20010927,4
4904,20010928,6
4905,20010929,1
4906,20010930,1
4907,20011001,4
4908,20011002,4
4909,20011003,2
4910,20011004,2
4911,20011005,1
4912,20011006,1
4913,20011007,3
4914,20011008,5
4915,20011009,1
4916,20011010,6
4917,20011011,9
4918,20011012,5
4919,20011013,1
4920,20011014,1
4921,20011015,5
4922,20011016,3
4923,20011017,4
4924,20011018,4
4925,20011019,2
4926,20011020,3
4927,20011021,2
4928,20011022,4
4929,20011024,1
4930,20011025,2
4931,20011026,4
4932,20011027,4
4933,20011028,7
4934,20011029,5
4935,20011030,4
4936,20011101,4
4937,20011102,4
4938,20011103,5
4939,20011104,1
4940,20011105,6
4941,20011106,7
4942,20011107,3
4943,20011109,2
4944,20011110,8
4945,20011111,10
4946,20011112,1
4947,20011113,1
4948,20011114,7
4949,20011115,6
4950,20011116,2
4951,20011117,3
4952,20011118,4
4953,20011119,3
4954,20011120,3
4955,20011121,5
4956,20011122,3
4957,20011123,5
4958,20011124,8
4959,20011125,4
4960,20011126,3
4961,20011127,6
4962,20011128,4
4963,20011129,14
4964,20011130,3
4965,20011200,1
4966,20011201,11
4967,20011202,4
4968,20011203,6
4969,20011204,4
4970,20011205,5
4971,20011206,2
4972,20011207,1
4973,20011208,5
4974,20011209,8
4975,20011210,2
4976,20011212,9
4977,20011213,4
4978,20011214,9
4979,20011215,5
4980,20011216,1
4981,20011217,6
4982,20011218,3
4983,20011219,1
4984,20011220,4
4985,20011221,1
4986,20011222,2
4987,20011223,6
4988,20011224,9
4989,20011225,3
4990,20011226,4
4991,20011227,1
4992,20011228,3
4993,20011230,3
4994,20110101,4
4995,20110102,8
4996,20110103,9
4997,20110104,20
4998,20110105,6
4999,20110106,16
5000,20110107,12
5001,20110108,16
5002,20110109,13
5003,20110110,17
5004,20110111,18
5005,20110112,15
5006,20110113,15
5007,20110114,11
5008,20110115,16
5009,20110116,13
5010,20110117,17
5011,20110118,13
5012,20110119,9
5013,20110120,14
5014,20110121,7
5015,20110122,2
5016,20110123,18
5017,20110124,16
5018,20110125,17
5019,20110126,20
5020,20110127,14
5021,20110128,12
5022,20110129,11
5023,20110130,6
5024,20110131,17
5025,20110201,18
5026,20110202,24
5027,20110203,19
5028,20110204,15
5029,20110205,11
5030,20110206,14
5031,20110207,24
5032,20110208,10
5033,20110209,12
5034,20110210,20
5035,20110211,12
5036,20110212,7
5037,20110213,14
5038,20110214,6
5039,20110215,12
5040,20110216,10
5041,20110217,25
5042,20110218,8
5043,20110219,12
5044,20110220,8
5045,20110221,12
5046,20110222,9
5047,20110223,13
5048,20110224,8
5049,20110225,11
5050,20110226,17
5051,20110227,11
5052,20110228,14
5053,20110301,28
5054,20110302,17
5055,20110303,12
5056,20110304,8
5057,20110305,13
5058,20110306,11
5059,20110307,8
5060,20110308,13
5061,20110309,20
5062,20110310,15
5063,20110311,15
5064,20110312,9
5065,20110313,14
5066,20110314,24
5067,20110315,19
5068,20110316,6
5069,20110317,14
5070,20110318,5
5071,20110319,15
5072,20110320,14
5073,20110321,17
5074,20110322,17
5075,20110323,18
5076,20110324,13
5077,20110325,12
5078,20110326,8
5079,20110327,21
5080,20110328,24
5081,20110329,14
5082,20110330,9
5083,20110331,14
5084,20110401,10
5085,20110402,10
5086,20110403,9
5087,20110404,16
5088,20110405,19
5089,20110406,11
5090,20110407,12
5091,20110408,18
5092,20110409,18
5093,20110410,20
5094,20110411,17
5095,20110412,22
5096,20110413,8
5097,20110414,19
5098,20110415,11
5099,20110416,19
5100,20110417,16
5101,20110418,20
5102,20110419,15
5103,20110420,21
5104,20110421,10
5105,20110422,15
5106,20110423,9
5107,20110424,9
5108,20110425,9
5109,20110426,23
5110,20110427,17
5111,20110428,14
5112,20110429,10
5113,20110430,9
5114,20110501,12
5115,20110502,14
5116,20110503,15
5117,20110504,15
5118,20110505,11
5119,20110506,20
5120,20110507,15
5121,20110508,23
5122,20110509,14
5123,20110510,17
5124,20110511,15
5125,20110512,14
5126,20110513,6
5127,20110514,16
5128,20110515,23
5129,20110516,23
5130,20110517,17
5131,20110518,10
5132,20110519,15
5133,20110520,16
5134,20110521,14
5135,20110522,20
5136,20110523,11
5137,20110524,12
5138,20110525,17
5139,20110526,11
5140,20110527,10
5141,20110528,6
5142,20110529,13
5143,20110530,12
5144,20110531,13
5145,20110601,27
5146,20110602,16
5147,20110603,14
5148,20110604,7
5149,20110605,19
5150,20110606,21
5151,20110607,16
5152,20110608,17
5153,20110609,10
5154,20110610,11
5155,20110611,12
5156,20110612,9
5157,20110613,18
5158,20110614,10
5159,20110615,5
5160,20110616,21
5161,20110617,5
5162,20110618,6
5163,20110619,8
5164,20110620,20
5165,20110621,11
5166,20110622,20
5167,20110623,11
5168,20110624,13
5169,20110625,10
5170,20110626,14
5171,20110627,9
5172,20110628,9
5173,20110629,13
5174,20110630,18
5175,20110701,10
5176,20110702,14
5177,20110703,18
5178,20110704,22
5179,20110705,19
5180,20110706,16
5181,20110707,14
5182,20110708,11
5183,20110709,10
5184,20110710,11
5185,20110711,11
5186,20110712,20
5187,20110713,16
5188,20110714,10
5189,20110715,9
5190,20110716,9
5191,20110717,5
5192,20110718,9
5193,20110719,11
5194,20110720,9
5195,20110721,16
5196,20110722,20
5197,20110723,12
5198,20110724,8
5199,20110725,14
5200,20110726,10
5201,20110727,13
5202,20110728,10
5203,20110729,13
5204,20110730,9
5205,20110731,9
5206,20110801,11
5207,20110802,13
5208,20110803,7
5209,20110804,10
5210,20110805,6
5211,20110806,4
5212,20110807,11
5213,20110808,7
5214,20110809,1
5215,20110810,10
5216,20110811,10
5217,20110812,9
5218,20110813,9
5219,20110814,15
5220,20110815,23
5221,20110816,12
5222,20110817,12
5223,20110818,22
5224,20110819,10
5225,20110820,12
5226,20110821,14
5227,20110822,10
5228,20110823,9
5229,20110824,30
5230,20110825,16
5231,20110826,7
5232,20110827,13
5233,20110828,16
5234,20110829,5
5235,20110830,4
5236,20110831,3
5237,20110901,11
5238,20110902,4
5239,20110903,5
5240,20110904,11
5241,20110905,15
5242,20110906,12
5243,20110907,22
5244,20110908,4
5245,20110909,6
5246,20110910,10
5247,20110911,10
5248,20110912,15
5249,20110913,13
5250,20110914,13
5251,20110915,9
5252,20110916,13
5253,20110917,6
5254,20110918,6
5255,20110919,12
5256,20110920,15
5257,20110921,11
5258,20110922,8
5259,20110923,20
5260,20110924,4
5261,20110925,15
5262,20110926,13
5263,20110927,27
5264,20110928,13
5265,20110929,10
5266,20110930,8
5267,20111001,17
5268,20111002,14
5269,20111003,13
5270,20111004,10
5271,20111005,8
5272,20111006,11
5273,20111007,18
5274,20111008,7
5275,20111009,11
5276,20111010,15
5277,20111011,12
5278,20111012,17
5279,20111013,10
5280,20111014,12
5281,20111015,10
5282,20111016,7
5283,20111017,13
5284,20111018,18
5285,20111019,13
5286,20111020,8
5287,20111021,4
5288,20111022,11
5289,20111023,13
5290,20111024,14
5291,20111025,30
5292,20111026,20
5293,20111027,15
5294,20111028,7
5295,20111029,12
5296,20111030,18
5297,20111031,14
5298,20111100,1
5299,20111101,17
5300,20111102,24
5301,20111103,21
5302,20111104,25
5303,20111105,33
5304,20111106,21
5305,20111107,17
5306,20111108,25
5307,20111109,20
5308,20111110,16
5309,20111111,15
5310,20111112,22
5311,20111113,22
5312,20111114,36
5313,20111115,26
5314,20111116,40
5315,20111117,18
5316,20111118,16
5317,20111119,18
5318,20111120,27
5319,20111121,22
5320,20111122,17
5321,20111123,8
5322,20111124,22
5323,20111125,27
5324,20111126,21
5325,20111127,25
5326,20111128,24
5327,20111129,19
5328,20111130,17
5329,19980101,3
5330,19980102,2
5331,19980104,2
5332,19980105,4
5333,19980106,4
5334,19980107,1
5335,19980108,2
5336,19980109,2
5337,19980110,3
5338,19980111,5
5339,19980112,3
5340,19980113,3
5341,19980114,2
5342,19980115,1
5343,19980117,4
5344,19980118,2
5345,19980119,3
5346,19980120,5
5347,19980121,6
5348,19980122,1
5349,19980123,2
5350,19980124,3
5351,19980125,8
5352,19980126,2
5353,19980127,1
5354,20111200,2
5355,19980128,5
5356,19980129,2
5357,19980131,1
5358,20111204,15
5359,20111205,30
5360,20111206,31
5361,20111207,19
5362,20111208,8
5363,20111209,14
5364,20111210,24
5365,20111211,14
5366,20111212,11
5367,20111213,13
5368,20111214,10
5369,20111215,12
5370,20111216,10
5371,20111217,18
5372,20111218,8
5373,20111219,12
5374,20111220,9
5375,20111221,18
5376,20111222,24
5377,20111223,11
5378,20111224,8
5379,20111225,16
5380,20111226,3
5381,20111227,14
5382,20111228,7
5383,20111229,10
5384,20111230,14
5385,20111231,5
5386,19980201,1
5387,19980202,2
5388,19980203,1
5389,19980204,3
5390,19980205,3
5391,19980206,5
5392,19980207,4
5393,19980208,1
5394,19980209,1
5395,19980210,3
5396,19980211,1
5397,19980212,5
5398,19980213,3
5399,19980214,3
5400,19980215,19
5401,19980218,1
5402,19980219,3
5403,19980220,4
5404,19980221,6
5405,19980222,2
5406,19980223,3
5407,19980224,2
5408,19980225,5
5409,19980226,4
5410,19980227,7
5411,19980228,3
5412,19980301,1
5413,19980303,6
5414,19980304,1
5415,19980305,5
5416,19980307,3
5417,19980309,4
5418,19980310,1
5419,19980311,3
5420,19980312,5
5421,19980313,1
5422,19980314,5
5423,19980316,1
5424,19980317,4
5425,19980318,1
5426,19980320,2
5427,19980321,2
5428,19980322,2
5429,19980323,4
5430,19980324,1
5431,19980325,1
5432,19980326,2
5433,19980327,3
5434,19980328,1
5435,19980329,1
5436,19980330,1
5437,19980331,2
5438,19980400,1
5439,19980401,2
5440,19980402,4
5441,19980403,1
5442,19980404,2
5443,19980405,2
5444,19980406,7
5445,19980407,1
5446,19980408,1
5447,19980409,8
5448,19980410,2
5449,19980413,2
5450,19980414,4
5451,19980415,1
5452,19980416,1
5453,19980417,1
5454,19980418,1
5455,19980419,1
5456,19980420,2
5457,19980421,2
5458,19980422,3
5459,19980423,1
5460,19980424,3
5461,19980425,1
5462,19980426,1
5463,19980428,4
5464,19980429,1
5465,19980430,6
5466,19980501,3
5467,19980503,3
5468,19980504,3
5469,19980505,6
5470,19980506,1
5471,19980507,3
5472,19980508,3
5473,19980509,4
5474,19980510,4
5475,19980511,4
5476,19980512,4
5477,19980513,3
5478,19980514,2
5479,19980516,1
5480,19980517,4
5481,19980520,1
5482,19980521,2
5483,19980522,1
5484,19980526,1
5485,19980527,1
5486,19980600,1
5487,19980602,3
5488,19980603,2
5489,19980604,2
5490,19980605,3
5491,19980608,1
5492,19980609,1
5493,19980611,1
5494,19980614,2
5495,19980615,1
5496,19980617,1
5497,19980618,2
5498,19980619,2
5499,19980620,3
5500,19980621,4
5501,19980622,2
5502,19980623,1
5503,19980624,2
5504,19980625,3
5505,19980626,1
5506,19980627,2
5507,19980629,1
5508,19980701,10
5509,19980702,2
5510,19980708,1
5511,19980709,3
5512,19980710,2
5513,19980711,2
5514,19980712,5
5515,19980713,6
5516,19980714,1
5517,19980715,4
5518,19980716,3
5519,19980717,5
5520,19980719,3
5521,19980720,4
5522,19980721,9
5523,19980722,1
5524,19980723,1
5525,19980724,3
5526,19980725,4
5527,19980726,4
5528,19980727,6
5529,19980728,10
5530,19980729,9
5531,19980730,3
5532,19980731,4
5533,19980801,3
5534,19980802,7
5535,19980803,26
5536,19980804,17
5537,19980805,2
5538,19980806,2
5539,19980807,4
5540,19980808,1
5541,19980809,6
5542,19980810,1
5543,19980811,2
5544,19980812,3
5545,19980813,2
5546,19980814,3
5547,19980815,2
5548,19980816,3
5549,19980817,1
5550,19980819,5
5551,19980820,5
5552,19980821,8
5553,19980823,3
5554,19980824,6
5555,19980825,5
5556,19980826,3
5557,19980827,2
5558,19980828,1
5559,19980829,1
5560,19980831,1
5561,19980901,1
5562,19980902,1
5563,19980903,3
5564,19980905,2
5565,19980906,1
5566,19980907,1
5567,19980908,5
5568,19980909,3
5569,19980910,1
5570,19980911,6
5571,19980912,1
5572,19980913,6
5573,19980914,1
5574,19980916,1
5575,19980917,4
5576,19980918,2
5577,19980919,1
5578,19980920,5
5579,19980921,3
5580,19980922,2
5581,19980923,1
5582,19980924,1
5583,19980925,3
5584,19980927,2
5585,19980928,1
5586,19980929,4
5587,19980930,3
5588,19981001,2
5589,19981002,6
5590,19981003,5
5591,19981004,2
5592,19981005,3
5593,19981006,4
5594,19981007,5
5595,19981008,5
5596,19981009,3
5597,19981010,5
5598,19981011,11
5599,19981012,2
5600,19981013,2
5601,19981014,2
5602,19981015,4
5603,19981016,6
5604,19981017,5
5605,19981018,4
5606,19981019,3
5607,19981021,2
5608,19981022,2
5609,19981023,4
5610,19981025,4
5611,19981026,3
5612,19981027,6
5613,19981028,3
5614,19981029,5
5615,19981030,5
5616,19981031,1
5617,19981100,1
5618,19981101,3
5619,19981102,6
5620,19981103,2
5621,19981105,3
5622,19981106,4
5623,19981107,3
5624,19981108,8
5625,19981109,2
5626,19981110,3
5627,19981111,3
5628,19981112,2
5629,19981113,3
5630,19981114,1
5631,19981115,1
5632,19981116,4
5633,19981117,4
5634,19981118,2
5635,19981119,5
5636,19981120,4
5637,19981121,2
5638,19981122,2
5639,19981123,3
5640,19981124,3
5641,19981125,2
5642,19981126,2
5643,19981127,5
5644,19981128,2
5645,19981129,2
5646,19981130,3
5647,19981201,1
5648,19981202,5
5649,19981203,3
5650,19981204,1
5651,19981206,2
5652,19981208,1
5653,19981210,1
5654,19981216,2
5655,19981218,4
5656,19981220,2
5657,19981222,1
5658,19981224,2
5659,19981226,2
5660,19981227,2
5661,19981228,1
5662,19981229,4
5663,20080101,25
5664,20080102,20
5665,20080103,10
5666,20080104,11
5667,20080105,15
5668,20080106,23
5669,20080107,23
5670,20080108,20
5671,20080109,5
5672,20080110,5
5673,20080111,1
5674,20080112,3
5675,20080113,6
5676,20080114,7
5677,20080116,15
5678,20080117,5
5679,20080118,5
5680,20080119,11
5681,20080120,12
5682,20080121,8
5683,20080122,12
5684,20080123,8
5685,20080124,10
5686,20080125,9
5687,20080126,12
5688,20080127,8
5689,20080128,8
5690,20080129,10
5691,20080130,13
5692,20080131,9
5693,20080201,6
5694,20080202,3
5695,20080203,7
5696,20080204,4
5697,20080205,3
5698,20080206,4
5699,20080208,1
5700,20080209,3
5701,20080210,2
5702,20080211,4
5703,20080212,3
5704,20080213,2
5705,20080214,3
5706,20080215,12
5707,20080216,8
5708,20080217,11
5709,20080218,8
5710,20080219,5
5711,20080220,6
5712,20080221,18
5713,20080222,8
5714,20080223,9
5715,20080224,8
5716,20080225,8
5717,20080226,7
5718,20080227,1
5719,20080228,2
5720,20080301,9
5721,20080302,12
5722,20080303,9
5723,20080304,5
5724,20080305,8
5725,20080306,6
5726,20080307,2
5727,20080308,15
5728,20080309,8
5729,20080310,6
5730,20080311,12
5731,20080312,4
5732,20080313,11
5733,20080314,4
5734,20080315,4
5735,20080316,26
5736,20080317,23
5737,20080318,17
5738,20080319,20
5739,20080320,10
5740,20080321,8
5741,20080322,9
5742,20080323,10
5743,20080324,7
5744,20080325,2
5745,20080326,14
5746,20080327,16
5747,20080328,12
5748,20080329,19
5749,20080330,7
5750,20080331,6
5751,20080401,16
5752,20080402,21
5753,20080403,13
5754,20080404,17
5755,20080405,23
5756,20080406,16
5757,20080407,17
5758,20080408,23
5759,20080409,28
5760,20080410,13
5761,20080411,9
5762,20080412,8
5763,20080413,26
5764,20080414,17
5765,20080415,20
5766,20080416,15
5767,20080417,16
5768,20080418,16
5769,20080419,16
5770,20080420,25
5771,20080421,21
5772,20080422,13
5773,20080423,13
5774,20080424,15
5775,20080425,10
5776,20080426,9
5777,20080427,22
5778,20080428,15
5779,20080429,21
5780,20080430,12
5781,20080501,17
5782,20080502,11
5783,20080503,10
5784,20080504,20
5785,20080505,17
5786,20080506,13
5787,20080507,12
5788,20080508,16
5789,20080509,28
5790,20080510,15
5791,20080511,21
5792,20080512,17
5793,20080513,16
5794,20080514,19
5795,20080515,15
5796,20080516,20
5797,20080517,13
5798,20080518,13
5799,20080519,18
5800,20080520,17
5801,20080521,18
5802,20080522,20
5803,20080523,8
5804,20080524,11
5805,20080525,11
5806,20080526,23
5807,20080527,21
5808,20080528,12
5809,20080529,17
5810,20080530,15
5811,20080531,15
5812,20080601,18
5813,20080602,15
5814,20080603,16
5815,20080604,22
5816,20080605,20
5817,20080606,16
5818,20080607,16
5819,20080608,22
5820,20080609,26
5821,20080610,12
5822,20080611,19
5823,20080612,24
5824,20080613,8
5825,20080614,22
5826,20080615,17
5827,20080616,16
5828,20080617,10
5829,20080618,14
5830,20080619,15
5831,20080620,14
5832,20080621,14
5833,20080622,15
5834,20080623,16
5835,20080624,21
5836,20080625,13
5837,20080626,21
5838,20080627,15
5839,20080628,12
5840,20080629,23
5841,20080630,18
5842,20080701,33
5843,20080702,20
5844,20080703,14
5845,20080704,23
5846,20080705,11
5847,20080706,8
5848,20080707,31
5849,20080708,14
5850,20080709,21
5851,20080710,17
5852,20080711,19
5853,20080712,13
5854,20080713,11
5855,20080714,12
5856,20080715,19
5857,20080716,16
5858,20080717,17
5859,20080718,9
5860,20080719,3
5861,20080720,21
5862,20080721,21
5863,20080722,10
5864,20080723,6
5865,20080724,14
5866,20080725,24
5867,20080726,28
5868,20080727,32
5869,20080728,23
5870,20080729,36
5871,20080730,13
5872,20080731,15
5873,20080801,11
5874,20080802,21
5875,20080803,23
5876,20080804,14
5877,20080805,13
5878,20080806,10
5879,20080807,20
5880,20080808,14
5881,20080809,9
5882,20080810,20
5883,20080811,21
5884,20080812,14
5885,20080813,26
5886,20080814,29
5887,20080815,18
5888,20080816,13
5889,20080817,23
5890,20080818,22
5891,20080819,10
5892,20080820,11
5893,20080821,13
5894,20080822,10
5895,20080823,15
5896,20080824,10
5897,20080825,13
5898,20080826,24
5899,20080827,11
5900,20080828,6
5901,20080829,9
5902,20080830,5
5903,20080831,4
5904,20080901,13
5905,20080902,6
5906,20080903,9
5907,20080904,7
5908,20080905,5
5909,20080906,5
5910,20080907,7
5911,20080908,6
5912,20080909,9
5913,20080910,10
5914,20080911,14
5915,20080912,6
5916,20080913,10
5917,20080914,4
5918,20080915,10
5919,20080916,6
5920,20080917,8
5921,20080918,11
5922,20080919,13
5923,20080920,8
5924,20080921,16
5925,20080922,17
5926,20080923,3
5927,20080924,5
5928,20080925,9
5929,20080926,10
5930,20080927,6
5931,20080928,22
5932,20080929,6
5933,20080930,7
5934,20081001,6
5935,20081002,8
5936,20081003,10
5937,20081004,6
5938,20081005,5
5939,20081006,7
5940,20081007,5
5941,20081008,6
5942,20081009,8
5943,20081010,7
5944,20081011,13
5945,20081012,7
5946,20081013,7
5947,20081014,4
5948,20081015,9
5949,20081016,10
5950,20081017,8
5951,20081018,13
5952,20081019,22
5953,20081020,10
5954,20081021,13
5955,20081022,13
5956,20081023,19
5957,20081024,5
5958,20081025,15
5959,20081026,12
5960,20081027,15
5961,20081028,11
5962,20081029,24
5963,20081030,19
5964,20081031,10
5965,20081101,12
5966,20081102,20
5967,20081103,16
5968,20081104,24
5969,20081105,11
5970,20081106,12
5971,20081107,6
5972,20081108,8
5973,20081109,23
5974,20081110,17
5975,20081111,14
5976,20081112,14
5977,20081113,14
5978,20081114,18
5979,20081115,12
5980,20081116,13
5981,20081117,15
5982,20081118,12
5983,20081119,10
5984,20081120,24
5985,20081121,17
5986,20081122,17
5987,20081123,12
5988,20081124,12
5989,20081125,12
5990,20081126,20
5991,20081127,17
5992,20081128,12
5993,20081129,6
5994,20081130,11
5995,20081201,21
5996,20081202,11
5997,20081203,16
5998,20081204,20
5999,20081205,10
6000,20081206,15
6001,20081207,7
6002,20081208,10
6003,20081209,8
6004,20081210,11
6005,20081211,20
6006,20081212,9
6007,20081213,20
6008,20081214,18
6009,20081215,8
6010,20081216,19
6011,20081217,11
6012,20081218,13
6013,20081219,13
6014,20081220,13
6015,20081221,12
6016,20081222,13
6017,20081223,14
6018,20081224,16
6019,20081225,22
6020,20081226,12
6021,20081227,13
6022,20081228,28
6023,20081229,13
6024,20081230,12
6025,20081231,14
6026,20050101,11
6027,20050102,23
6028,20050103,7
6029,20050104,3
6030,20050105,7
6031,20050106,3
6032,20050107,4
6033,20050108,4
6034,20050109,4
6035,20050110,6
6036,20050111,3
6037,20050112,6
6038,20050113,14
6039,20050114,5
6040,20050115,1
6041,20050116,4
6042,20050117,8
6043,20050118,7
6044,20050119,10
6045,20050120,2
6046,20050121,6
6047,20050122,5
6048,20050123,1
6049,20050124,5
6050,20050125,6
6051,20050126,4
6052,20050127,6
6053,20050128,1
6054,20050129,2
6055,20050130,3
6056,20050131,6
6057,20050201,2
6058,20050202,1
6059,20050204,1
6060,20050205,1
6061,20050206,1
6062,20050207,8
6063,20050208,5
6064,20050209,3
6065,20050210,1
6066,20050211,3
6067,20050212,3
6068,20050213,2
6069,20050214,4
6070,20050215,1
6071,20050217,2
6072,20050218,4
6073,20050219,5
6074,20050220,3
6075,20050221,2
6076,20050223,2
6077,20050224,9
6078,20050225,5
6079,20050228,3
6080,20050301,6
6081,20050302,6
6082,20050303,7
6083,20050304,3
6084,20050305,4
6085,20050306,4
6086,20050307,8
6087,20050308,6
6088,20050309,8
6089,20050310,10
6090,20050311,6
6091,20050312,5
6092,20050313,7
6093,20050314,5
6094,20050315,4
6095,20050316,4
6096,20050317,8
6097,20050318,4
6098,20050319,12
6099,20050320,14
6100,20050321,5
6101,20050322,8
6102,20050323,7
6103,20050324,7
6104,20050325,2
6105,20050326,8
6106,20050327,5
6107,20050328,10
6108,20050329,5
6109,20050330,6
6110,20050331,4
6111,20050401,10
6112,20050402,9
6113,20050403,13
6114,20050404,7
6115,20050405,11
6116,20050406,6
6117,20050407,9
6118,20050408,6
6119,20050409,13
6120,20050410,10
6121,20050411,9
6122,20050412,13
6123,20050413,10
6124,20050414,11
6125,20050415,12
6126,20050417,1
6127,20050418,2
6128,20050419,3
6129,20050420,6
6130,20050421,5
6131,20050422,4
6132,20050423,4
6133,20050424,4
6134,20050425,4
6135,20050426,2
6136,20050427,3
6137,20050428,10
6138,20050429,4
6139,20050430,8
6140,20050501,5
6141,20050502,8
6142,20050503,5
6143,20050504,7
6144,20050505,8
6145,20050506,8
6146,20050507,9
6147,20050508,4
6148,20050509,7
6149,20050510,13
6150,20050511,10
6151,20050512,13
6152,20050513,7
6153,20050514,8
6154,20050515,17
6155,20050516,6
6156,20050517,7
6157,20050518,9
6158,20050519,6
6159,20050520,8
6160,20050521,2
6161,20050522,3
6162,20050523,9
6163,20050524,8
6164,20050525,4
6165,20050526,4
6166,20050527,6
6167,20050528,8
6168,20050529,13
6169,20050530,5
6170,20050531,4
6171,20050601,5
6172,20050602,6
6173,20050603,2
6174,20050604,1
6175,20050605,4
6176,20050606,7
6177,20050607,3
6178,20050608,1
6179,20050609,5
6180,20050610,3
6181,20050611,5
6182,20050612,4
6183,20050613,10
6184,20050614,3
6185,20050615,5
6186,20050616,7
6187,20050617,7
6188,20050618,11
6189,20050619,5
6190,20050620,11
6191,20050621,4
6192,20050622,8
6193,20050623,2
6194,20050624,3
6195,20050625,3
6196,20050626,3
6197,20050627,3
6198,20050628,7
6199,20050629,3
6200,20050630,3
6201,20050701,11
6202,20050702,13
6203,20050703,7
6204,20050704,7
6205,20050705,12
6206,20050706,18
6207,20050707,11
6208,20050708,7
6209,20050709,10
6210,20050710,10
6211,20050711,10
6212,20050712,11
6213,20050713,12
6214,20050714,11
6215,20050715,8
6216,20050716,12
6217,20050717,6
6218,20050718,3
6219,20050719,4
6220,20050720,2
6221,20050721,13
6222,20050722,3
6223,20050723,4
6224,20050724,8
6225,20050725,9
6226,20050726,9
6227,20050727,7
6228,20050728,10
6229,20050729,11
6230,20050730,9
6231,20050731,5
6232,20050801,7
6233,20050802,19
6234,20050803,7
6235,20050804,11
6236,20050805,6
6237,20050806,9
6238,20050807,19
6239,20050808,8
6240,20050809,4
6241,20050810,14
6242,20050811,12
6243,20050812,6
6244,20050813,6
6245,20050814,11
6246,20050815,11
6247,20050816,2
6248,20050817,6
6249,20050818,9
6250,20050819,3
6251,20050820,16
6252,20050821,10
6253,20050822,5
6254,20050823,5
6255,20050824,12
6256,20050825,8
6257,20050826,2
6258,20050827,4
6259,20050828,10
6260,20050829,4
6261,20050830,7
6262,20050831,7
6263,20050900,1
6264,20050901,1
6265,20050902,5
6266,20050903,3
6267,20050904,4
6268,20050905,6
6269,20050907,5
6270,20050908,2
6271,20050909,5
6272,20050910,2
6273,20050911,4
6274,20050912,2
6275,20050913,5
6276,20050914,6
6277,20050915,2
6278,20050916,7
6279,20050917,7
6280,20050918,2
6281,20050919,4
6282,20050920,4
6283,20050921,2
6284,20050922,4
6285,20050923,5
6286,20050924,2
6287,20050925,7
6288,20050926,4
6289,20050927,6
6290,20050928,3
6291,20050929,5
6292,20050930,4
6293,20111203,13
6294,20051001,4
6295,20051002,7
6296,20051003,5
6297,20051004,4
6298,20051005,3
6299,20051006,4
6300,20051007,4
6301,20051008,1
6302,20051009,1
6303,20051010,4
6304,20051011,3
6305,20051012,4
6306,20051013,8
6307,20051014,2
6308,20051015,2
6309,20051016,5
6310,20051017,9
6311,20051018,5
6312,20051019,7
6313,20051020,6
6314,20051021,2
6315,20051022,4
6316,20051023,8
6317,20051024,5
6318,20051025,4
6319,20051026,4
6320,20051027,2
6321,20051028,4
6322,20051029,10
6323,20051030,9
6324,20051031,5
6325,20051101,1
6326,20051102,4
6327,20051104,1
6328,20051105,2
